Feature	IL_13_Bacillus.S.	IL_13_Bacteroides.V.	IL_13_Candida.A.	IL_13_CD3_CD28	IL_13_Clostridium.P.	IL_13_PBS	IL_13_Pseudomonas.A.	IL_13_Staph.A.
0610039K10Rik	0.0462972402629509	0.0336537508024619	0.0512802446109251	0.0584604902106241	0.0266303775127263	0.00892280076668303	0.0417581958816148	0.0226266584872802
2410006H16Rik	0.0152831349041457	0.0284264256854978	0.0346724778274937	0.0265876735750126	0.0325662795039576	0.00423158944023356	0.00793512289228931	0.0161293709184883
4930413G21Rik	0.0306429219288822	0.0450006759688698	0.0581676060468637	0.0437357259998256	0.0323243805218993	0.0152255458380911	0.0276986679294766	0.0138434799994863
9030612E09Rik	0.0439192772073303	0.01274718869589	0.024380023962711	0.0159584588432267	0.0315737954212449	0.0341553003912143	0.00339844667331687	0.0182868430564018
9430008C03Rik	0.00255377394925205	0.0175514031770247	0.0233970563521212	0.0132684998322434	0.0168374759641552	0.00183948645345294	0.00917264753540618	0.011996869428806
Akap5	0.00535886246342348	0.0196371553925801	0.00415798861264381	0.0146606779844417	0.00368252308678729	0.0488435346167795	0.0109975970780623	0.00514840469243176
Arhgdia	0.0880144146383638	0.0629798633246497	0.0601043618069972	0.0228648667148294	0.0433642475626673	0.0377892325938156	0.0411911574004922	0.0131939346896348
Arhgef15	0.0488094189661073	0.0734199703599973	0.0895670155270641	0.0456975263682326	0.0959917387101423	0.0434780650610882	0.0729038079749153	0.0603072449535212
Arl8a	0.00500501597322576	0.00350212077579856	0.00320851281144125	0.00763706090630455	0.00387458082295606	0.00907030461986937	0.00465354989338399	0.00403386219980089
Art2b	0.0357421283296431	0.0175692237421687	0.0215004202218521	0.0126113088394332	0.0124929555467272	0.00255361254502684	0.0183895484210796	0.00462373566673194
Atp1a3	0.0533046012218507	0.0480350194864333	0.052045113641256	0.0637460522571134	0.0619712782021228	0.0266011597534247	0.0397516913921596	0.0498965658331063
Atp6v1f	0.0224584462907287	0.0128006276931124	0.0593913707186387	0.00764720733947764	0.0465781156057424	0.0469962736874434	0.0389741419863383	0.0120583577067516
Atraid	0.00398452214131848	0.00524976429563564	0.00311322790112505	0.00412824539448007	0.00789589329734836	0.0124094193887977	0.00777995223223506	0.00545489889407251
Brwd3	0.010111016085605	0.0144265479135377	0.00270113962649122	0.00269861388528139	0.0131875708500955	0.022747933183544	0.00541179719750959	0.00428549679377794
Btbd19	0.00747411068495904	0.0275033041675377	0.0219628032843225	0.0126135212363626	0.0160092972182962	0.00755419215961445	0.0458655131770062	0.0226809843299079
Btla	0.0162409029567222	0.00468734755201018	0.00857752280559069	0.0226511391498339	0.0140623519087316	0.0125896902292659	0.00322075735854242	0.0116644035645917
C920006O11Rik	0.015703995181076	0.0322676817143692	0.0327883921172491	0.017083583498313	0.0360697321909299	0.00892088540063261	0.018710599929177	0.0245613761892523
Capn11	0.0307072975144988	0.0252968420930566	0.0531664056740279	0.0379337618626257	0.034011097574395	0.00795635794656712	0.0100370432553543	0.0135236411161341
Ccdc39	0.0358609641963844	0.0302305046934104	0.0283444773784476	0.0489887091024481	0.0373402297778144	0.0309569668129198	0.0277383808160598	0.103328852192894
Cd22	0.0138758099641273	0.00419132151375525	0.00253333529258413	0.00232892157291392	0.00481639451012903	0.00124091264548014	0.00963778526315957	0.00361752981522926
Cd79a	0.0175019953599098	0.0271268976077822	0.0294955023866156	0.0291265053208005	0.0326343243226506	0.0229245452868706	0.0231430421366276	0.0198457702510821
Cd79b	0.0233277902497837	0.048043075929478	0.0432899083503624	0.0370725460119298	0.028808920617037	0.0469902353335351	0.0521214922845951	0.0302008076062578
Cdh23	0.0126650140793426	0.0140559527381855	0.0236933646268156	0.0107351825701382	0.0235215920715168	0.0394922002020392	0.0154347124698673	0.0128045565453858
Chst3	0.00190549909390414	0.00141200189755592	0.00178555271569706	0.00566009718212628	0.0026624643201846	0.00387750595440864	0.00266247759153648	0.00125738653095912
Clcn4-2	0.0465654888966322	0.0523762797705677	0.0253270689594513	0.0331564398361519	0.0468979485915317	0.0545477808982335	0.0385855953136602	0.032891970465912
