Features	Overall
Ctrb1	14.5930151806615
Amy2a5	12.1677727581103
Cela2a	2.80638376729189
Cela1	14.5655473572954
2210010C04Rik	24.587585949702
Cpa1	21.5332351111382
Pnlip	4.30503338981714
Cpb1	3.99299256048122
Amy2b	8.74522342955185
Try4	6.46385021976272
Clps	7.23700808922471
Actb	5.39263522324837
Cel	4.8200175606556
Rn4.5s	43.984141738532
Prss2	7.23796683324205
Cela3b	3.61610466206445
Ctrl	2.78331921105929
Malat1	10.6473022443111
Try5	2.99856450471155
Beta-s	3.17536250482524
Rn45s	4.45219867493702
Rpl4	6.67165556213502
Rnase1	4.52535992153739
Gm13011	7.00834518995213
Rplp1	14.3064583949422
Zg16	7.81034374782199
Rps15	9.42050961751347
Cd74	14.6159949664137
Rps20	5.65949072616867
Pnliprp1	8.05232041076276
Jund	28.405373614513
Reg1	6.56923022452713
Tpt1	15.4106013729015
Rps24	20.3153671309042
Tmsb4x	4.42654805297315
Nfkbia	79.2882748726988
Rps9	12.154521893124
Rps5	3.96996009718543
Jun	52.3575312131757
Klf2	29.013742926981
Fau	4.86870386590907
Cpa2	11.9176858690036
Hspa1b	22.0026024035931
Fos	25.772214058431
Rpl32	15.5441437293673
Rpl23	11.9839711643072
Rplp2	6.26291934656083
Rpl13a	2.43593067665608
Rps14	21.6461563795192
H2-Ab1	3.34383550464185
Ubc	47.9557325415947
Rpl8	11.0196155711782
B2m	4.31927957275336
Hsp90aa1	28.7890734250749
Rpl35	27.9757112144991
Rps26	13.5435813843157
Lrrc58	3.93181918296376
Rpl13	7.96156991155562
H2-Aa	18.24548913686
Rps21	62.4403562714141
Xist	24.1125420986843
Hsp90ab1	20.5203520035788
H2-K1	7.80201626144328
Chd3	32.2618301599375
Tnnt2	17.4226132618356
Ly6e	31.2801759339957
Rpl18a	3.21060304410128
Rpl41	37.1867803496179
H2-Eb1	31.1341302483386
H3f3b	34.5698034231034
Hspa1a	6.55780613859112
Naa15	10.4505348679719
Eef2	8.20982508944163
Sycn	0.35480832017437
Junb	36.6171805737157
Prss3	4.96600160286332
Rps16	10.5264606278067
Pla2g1b	2.9747753402224
Rpl14	0.849269195169374
Rps19	1.62449496260864
Eef1b2	8.26274659568609
Rps3	9.03343856665563
Try10	5.73124868805267
Mb	7.72535986501246
Cfl1	13.6082154550268
Cd79a	33.5296537800921
Rps3a1	10.159906585524
Rps7	2.77596374522007
Rps23	4.14721007128797
Rps13	29.9994681915409
Rps18	7.33446846957265
Rps29	14.8575195226577
Eef1a1	13.7340931598297
Rps4x	27.5445999034687
Rpl38	26.1269871641735
Myl6	17.2502042071022
Gm6654	18.5348325166334
Gm10334	3.55705407989126
Fosb	40.3121203126127
Atf4	43.2653864015298
Cd52	5.31456247015681
Apoe	4.83005609961556
Fth1	3.59733082962714
Pnliprp2	4.62265479439419
Actc1	20.9732439556644
Rps8	12.2089571143453
Egr1	54.7379373572233
Gp2	3.26748050738866
Cd69	35.0113526661608
Hspa8	3.95773319123945
Gm5771	0.227745199396629
Rpsa	10.6641986053883
Gm5409	4.74650295365617
Rpl22	22.8990555386401
Chchd2	55.8852390274024
Eif1	60.4155118520872
Hspe1	24.5367661727305
Rps15a	23.7768844999925
Dmbt1	6.24463115907664
Rpl17	18.4265744854729
Ptprc	10.6414032474016
Rps28	7.9113156852556
H2-D1	6.11629040474311
Zfp36	36.559489196529
Dnajb1	54.3043593473475
Uba52	3.96895745560566
Gnb2l1	2.34576935452072
Serinc3	14.3151750383671
Clu	13.0001292392854
Rps11	1.94743135825078
Cd79b	20.3855883345965
Ppp1r15a	39.4167171756859
Klf6	46.8386869751442
Gm13826	7.61352819724325
Tmsb10	25.8671063062868
Ucp2	10.764619213364
Rpl19	7.53580583700091
Nppa	21.0337737594129
Pabpn1	13.9539912415741
Rpl39	14.099846156703
Shisa5	15.7199320163274
Rps25	8.69383026156872
Gm1821	16.760674725699
Rplp0	3.61413574625269
Rpl37	4.64429616448426
Klk1	2.149968112263
Rpl27a	3.20606957939279
Ptma	15.1276643372686
Rpl12	4.81733291791271
Gnai2	17.4364569568088
Gnas	19.7787511778091
Lars2	3.05775666586174
Rpl24	11.2649685769177
Rpl23a	7.81642811428192
Lcp1	19.6600784736373
Laptm5	5.79520183222604
Hspa5	63.6858813538358
Arpc2	5.83185804961373
Spink3	1.33246684402748
Luc7l3	5.05964986552821
Rpl10	2.01134431018828
Rps10	7.77686080885028
Rpl28	4.12059211936134
Cox6c	19.4480428238928
