Feature	IL_6_Bacillus.S.	IL_6_Bacteroides.V.	IL_6_Candida.A.	IL_6_CD3_CD28	IL_6_Clostridium.P.	IL_6_PBS	IL_6_Pseudomonas.A.	IL_6_Staph.A.
1110012L19Rik	0.12934063464012	0.239282564218256	0.13165196250508	0.250926215012127	0.203724309496834	0.137702193472948	0.268568469245357	0.139672792733527
Abca7	0.164199620917295	0.161906140184848	0.222276206280334	0.420102158768373	0.330642422590467	0.273285759033806	0.527988678178531	0.0659627972856595
Aes	0.732410077657138	1.3272510207444	0.341092766647394	0.909769934895335	0.8485789830102	0.562411480807268	1.70226823100651	0.83459508954646
Akap5	0.589878464737083	0.503227787778616	0.407296317437711	0.591329989254178	0.362105034348044	0.115828133692968	0.673525870647784	0.381976036300583
Akr1b8	0.370078961799962	0.525936651195055	0.438440422153829	0.493534071370204	0.346304853241604	0.567231613611978	0.519629605224004	0.228637288582183
Ankrd44	0.521047426525056	1.00674957578793	0.733320301639982	0.426793017854894	0.397694911043079	0.271553969920275	0.47186991435386	0.576919055244267
Ap1s3	0.161073058686843	0.306332800128134	0.271644793983891	0.253126244020088	0.200731696055702	0.149777663314719	0.291203031179269	0.113910905597839
Apol7c	0.395948104296406	0.286433719174605	0.268061498996086	0.22029228781049	0.187570916759698	0.177296690096717	0.333450705743924	0.126560860065624
Armc8	0.2038629307303	0.407185237568023	0.278505153264249	0.336578351508265	0.74237063416873	0.0953527005143256	0.436973991366999	0.500255670902755
Atad2	0.905251698862582	0.886829553878903	0.202166627552279	0.964362105841655	0.518699728217905	0.365930677547109	0.86432712225727	0.221793041805765
Atrip	0.262890825985078	0.446729339071776	0.142152242374491	0.37199727906921	0.329176985166294	0.084156422157277	0.48034678734983	0.189624934096548
Blood_Effector_CD8_T_cells	0.0268188211280517	0.0313529761987791	0.0178961994454894	0.0271451348111859	0.0262574299872286	0.0264011046086758	0.0393260711347563	0.0124722216261405
Blood_Effector_Memory_CD8_T_cells	0.0923998450632643	0.0485157988247953	0.0396830596492396	0.062299904974433	0.0323575680313418	0.061759075780036	0.14030033968378	0.0300594159848302
Blood_Naive_CD4_T_cells	0.0156792335071393	0.0236594624199907	0.0151530865108601	0.0131895848613786	0.0108571305730241	0.00238308342150638	0.0170597528958791	0.00644167204500059
Blood_Naive_CD8_T_cells	0.0124074825421959	0.0179397855203334	0.0139064261238222	0.0133830080912357	0.02064131204963	0.0135133117140131	0.0304531753455389	0.00599106281331984
Brap	0.35347936907175	0.417822123016617	0.643525869353304	0.361007819381692	0.168454628730671	0.251974662936222	1.06193899886528	0.486207378879445
C030034L19Rik	0.238572759245479	0.60143684947419	0.271558191302707	0.349787349370751	0.320133197980709	0.330308018804325	0.534115533410467	0.153419669679037
Casp12	0.682146818715366	0.432577803794256	0.256673215535687	0.420293498980696	0.557326338407343	0.757531400903693	0.36166444811677	0.240862698219355
Ccdc163	0.250749570195616	0.400444530347371	0.39886891738644	0.263347489797346	0.274774656989119	0.207682304651842	0.374072364895062	0.126562502685408
Ccdc47	0.214921189890275	0.489646516007143	0.250160662211557	0.18063194587046	0.241555632967311	0.471908311925074	0.679977996145997	0.363640529341102
Ccni	1.33186794255714	3.34669828586461	1.23482384326112	1.84963943798114	0.822079888266115	0.252723650649726	3.42356954575712	1.14495056889267
Cd36	0.192369186291544	0.646551475063264	0.215729415210396	0.386455569919401	0.235937878562123	0.112785705599576	0.735173088648345	0.200499153037945
Cisd2	0.570489177009667	0.563048835030891	0.40458075584021	0.285663749374093	0.286646531508929	0.359375172673938	0.353076978922925	0.150859918425795
Cpeb2	0.538497987446722	0.361409503298163	0.226170325486139	0.163990437214929	0.159589011444924	0.18687611633958	0.386538697826548	0.069484797352475
Cse1l	0.538548251036241	0.29538295667774	0.416462969467884	0.240760720195105	0.552261829058579	0.331326732853715	0.214461343285321	0.180084662296335
Ctsc	0.465384039307915	0.557268557631276	0.135027078297535	0.872621234993386	0.493543222183367	0.179587569343386	0.309579612008127	0.244710751042468
Ctss	1.20689391836634	1.89091350363849	0.558698846948495	0.594158194994922	0.716357303283968	0.661243758396115	0.677909627465248	0.286700979265038
Cyp4f15	0.562643400473666	1.36096252995049	0.419013739259668	0.79138882350314	0.322969788135998	0.331767400115015	0.740537380747246	0.23487895806456
Dclre1a	0.384652281987664	0.227733443565739	0.292295722099334	0.309933152514957	0.309239670427762	0.218762422745431	0.45952885601784	0.217949104416505
Ddx3y	0.449515620526059	0.43838166464607	0.261760699430317	0.506704927165708	0.125289788855515	0.0503139379398888	0.419986827931021	0.189450904410991
Ddx46	0.458539818946242	1.09861153097352	0.411227236986884	0.723908037213309	0.685436863038113	0.279466292468153	1.11364748444558	0.306392572513483
Dnaic1	0.727054123717678	1.35982462235311	0.435809764531671	0.691020480538965	0.464944718541594	0.443911116973204	0.601220344028099	0.517029128496389
Dpm1	0.309149071658038	0.323235907436824	0.213655710630453	0.263038618655249	0.168968359492869	0.254000382955565	0.275426426960181	0.212026570957885
Dusp11	0.478279824872129	0.705653574315858	0.389532649950449	0.948505013723441	1.57785853795454	0.280544512538232	0.726043964032911	1.03174061747816
Dusp27	0.530611108703538	0.89288402553672	0.392373459546465	0.670776419628887	0.742322495908187	0.336707716468573	1.24073286352696	0.585039960266021
Epsti1	1.15018723283692	1.90082760156745	1.8690604626093	0.75113153231211	1.23960145917206	0.418960385555534	1.41111078740377	0.983915998624074
F2rl1	0.206620334199697	0.296555492798245	0.224981990466439	0.424239710002279	0.266572916409569	0.126117440718969	0.503157071831219	0.113761081856973
Fbxo11	0.210272038668168	0.632649839837358	0.209917011899567	0.213202103443112	0.15719087327686	0.283646315928661	0.330309402846347	0.163493664660918
Fbxo36	0.660942568671879	0.454156095061808	0.660640508912169	0.573276571366113	0.368113267222486	0.261592726804256	0.811528668302684	0.450246196096693
Fdxr	0.186262948948264	0.194954679317626	0.200388624239743	0.162604915037564	0.276244411027544	0.0942212786223363	0.189572204377302	0.289413392138342
Foxd2	0.110033416481093	0.412116067323096	0.629926061066266	0.228575520098194	0.219676126096329	0.387190569106383	0.402478500693227	0.130811854632478
Frat2	0.252216439730898	0.552346571670109	0.259888230095198	0.29763122167907	0.314553172531207	0.0910027496484179	0.407922385389507	0.186379203294948
Fscn1	0.60792929472336	1.55277282536872	0.555517775971568	1.40746778186803	0.444558421343893	0.389565962746749	1.36685791656809	0.595330306034058
Gemin8	0.46912843869775	0.501264327231031	0.240035595067048	0.593700740371614	0.149328308696852	0.127192456102027	0.758705274689291	0.227884219997464
Gm608	0.371979823741416	0.635505106311639	0.242139927227351	0.336458830098372	0.212029662479612	0.262267457969618	0.556491321499241	0.194385567109497
Gm8221	0.558785373262947	0.814744284845842	1.01960780419726	0.563476953175892	0.737373878734669	0.342612649760995	1.58322126726937	0.562651695899504
Gstm2	0.667117609892798	0.465863076286434	0.22813906778488	0.150120278832394	0.37127464411354	0.135667307590307	0.483263609923046	0.375504102352946
Heatr5b	0.191176578282497	0.439155497078651	0.154141719804359	0.512137217274849	0.205434129045607	0.138593327439622	0.270922426325009	0.249064278772968
Hfe	0.531982360025117	0.266866347367497	0.136222092969378	0.210579375675807	0.631396657927541	0.16389312608934	0.208515796209779	0.154785413438664
Ifi47	0.520756801890443	0.569188346352815	0.257651838432089	0.442236598838625	0.561902501303547	0.145093149516409	0.716907368567607	0.348522299127122
