baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Genes	Genotype
0.662737146890401	2.42713006132927	0.970494700001742	2.50092047007048	0.0123870992034522	NA	1100001G20Rik	NOD2
1.76170111320129	3.5831944422219	2.52264492152447	1.42041173200726	0.155487849267395	NA	1810009J06Rik	NOD2
122.365855850122	4.1363863881068	0.941583047201289	4.39301281007721	1.11790537459516e-05	0.000710987818242521	2210010C04Rik	NOD2
0.595148561097238	-2.12853529776989	3.04594776776687	-0.698808863465976	0.484671488611677	NA	A930003A15Rik	NOD2
2.72261314425577	2.46069997780978	0.834364389438367	2.94919103566506	0.00318606965603015	0.0670086078450785	Adipoq	NOD2
4.90495337176511	2.7598275907572	1.75195270186778	1.57528658611326	0.115190308797771	0.518742922415164	Amy1	NOD2
181.263667291731	5.09202353203086	1.11181312553974	4.57992752114604	4.65137089548871e-06	0.000342932534221172	Amy2a5	NOD2
81.8150496852079	5.79640465772198	1.39345652443505	4.15973125539171	3.18622273346355e-05	0.00183093215071967	Amy2b	NOD2
11.0650847032298	2.61846715659824	0.341735443323362	7.66226391718039	1.82683742224262e-14	4.95866083894435e-12	Atf3	NOD2
0.560996017059353	2.01270909838701	1.01371782202886	1.98547273674124	0.0470919004467896	NA	C1rb	NOD2
1.05905958034647	2.84738515836507	3.05283729789994	0.9327012482204	0.350974240241343	NA	Cabp2	NOD2
1.11916634989832	2.67779623312547	1.11398165369883	2.40380640402308	0.0162253633546838	NA	Camp	NOD2
0.62569098039987	2.20072230084394	0.934387780717418	2.35525586513367	0.0185099555171148	NA	Car11	NOD2
67.5962262920332	4.58744771669049	1.11918789771722	4.09890754362821	4.15104801455241e-05	0.00226033093943094	Cel	NOD2
136.775390923757	4.06347825958981	0.96571343969889	4.20774744613351	2.57928899231073e-05	0.00149674069261827	Cela1	NOD2
155.49309473764	5.10730032070305	1.12372204002502	4.54498544906119	5.49390492604126e-06	0.000389969144303822	Cela2a	NOD2
47.8670052584385	5.86875346852024	1.31653468690526	4.45772794814526	8.28329342220348e-06	0.000553379686609392	Cela3b	NOD2
14.1353995078698	2.2073457294691	0.827615083786184	2.66711635966191	0.0076505178883298	0.120677811929012	Cfd	NOD2
0.513867955023117	2.13636033190289	1.30018685855656	1.64311792404566	0.100358537045504	NA	Clec4g	NOD2
32.010736100441	2.89860757810305	0.91261675485697	3.17614985992377	0.00149243831903871	0.037547103279613	Clps	NOD2
117.55714252429	4.28488222544265	1.0380164222713	4.12795224960587	3.66008092804032e-05	0.00204912981534652	Cpa1	NOD2
14.856645167071	6.40118109077825	1.41593942573154	4.52080150778421	6.16059326658385e-06	0.000425884491037753	Cpa2	NOD2
79.3046107011592	4.88127106920031	1.19312534035506	4.0911636892631	4.29214037398078e-05	0.00230447962085854	Cpb1	NOD2
240.078127575782	4.30031111492443	0.999905270240854	4.30071852095408	1.702451971307e-05	0.00103316741770157	Ctrb1	NOD2
3.67012480908619	4.58291724994229	1.90450148378022	2.40636055627835	0.0161123538051981	0.190049277079117	Ctrc	NOD2
50.3283037265656	4.46563203024573	1.14685678761143	3.89380093354666	9.86856429633801e-05	0.00445767534976632	Ctrl	NOD2
