PC1	PC2	feat	edges	new_x	new_y	edge_adj	new_name	1	2
0.358210051285772	-0.0807310032663149	1.1.1.1.1.1.1.1	3	0.669090000300405	-0.226516954089071	3	1.1.1.1.1.1.1.1	510	153.5
-1.86258709803265	-0.312724296173359	1.1.1.1.1.1.1.2	24	-2.51720946957398	0.280116875486171	9	1.1.1.1.1.1.1.2	533.828063241107	178.917431192661
0.149782718815532	-0.227481294999205	1.1.1.1.1.1.2.1	2	-1.04243169589465	0.964510249329425	3		618.252305665349	210.866972477064
0.165247844428664	0.0184373328184552	1.1.1.1.1.1.2.2	1	-0.79684426063774	-0.613818135233425	3		597	111.5
0.154460697655857	-0.21964940692089	1.1.1.1.1.1.2.3	1	0.729223510238632	1.3091248505956	3		584.692358366271	176.178899082569
-0.184062827185761	-0.115211358273446	1.1.1.1.1.1.2.4	10	0.102592532250065	-0.596050777917772	6	1.1.1.1.1.1.2.4	621.398550724638	161.573394495413
0.165251578357706	0.0185938615078201	1.1.1.1.1.1.2.5	1	-1.26177248110559	-1.46115994404945	3		689	55.5
0.201747028975171	-0.0645260106754541	1.1.1.1.1.2.1.1	1	-1.00092293333413	-1.37355411764989	3		644.995388669302	198.087155963303
0.343103414000867	-0.237104800795468	1.1.1.1.1.2.1.2	3	1.53527632036239	-0.88145585803807	3	1.1.1.1.1.2.1.2	648.037266777143	63.3181272809086
-3.63257027555588	0.144173376711517	1.1.1.1.1.3	26	-5.17133254975411	-1.43613604574235	12	1.1.1.1.1.3	565.81488801054	282.06880733945
-2.9797385565659	-0.00337940728980046	1.1.1.1.2.1.1.1	22	-2.58020928434114	0.833011808155673	9	1.1.1.1.2.1.1.1	587.83860342556	206.302752293578
-3.36816255341851	0.120931299442672	1.1.1.1.2.1.1.2	21	-3.7670693456997	-0.89632498515559	9	1.1.1.1.2.1.1.2	528.059947299078	283.894495412844
0.175588823069714	-0.0876456987051454	1.1.1.1.2.1.1.3	2	1.62554538124882	1.31741982754933	3		517	240.5
-3.450302455382	0.150367588993437	1.1.1.1.2.1.2	23	-3.97739123114715	-0.814562611955874	9	1.1.1.1.2.1.2	494.5	133.275229357798
