Feature	IL_10_Bacillus.S.	IL_10_Bacteroides.V.	IL_10_Candida.A.	IL_10_CD3_CD28	IL_10_Clostridium.P.	IL_10_PBS	IL_10_Pseudomonas.A.	IL_10_Staph.A.
1500012F01Rik	0.00512093557454031	0.0281738267229934	0.0056756616996835	0.0111083212610588	0.00330412184883002	0.0212841572483593	0.00633749639751366	0.00108802588061465
2410006H16Rik	0.00527017696045516	0.0149976051481959	0.00538141211070302	0.00623170483150103	0.00126579451817075	0.00496566336773908	0.00591863414714212	0.00363130066583437
Abcb10	0.0496021647417533	0.0460413926700758	0.0378716743613122	0.0134288600777108	0.0435750936614521	0.0659282713971886	0.0398426654458325	0.0497941232946731
Acaa2	0.00285026191749223	0.000498889664286713	0.00567977951245137	0.000300249094833372	0.000648785515385792	0.00134359337038243	0.000265127866841204	0.000692315963317535
Adamts10	0.0319939108158909	0.0993715957208359	0.11645894247657	0.0358885047482602	0.179828096316753	0.137205616876688	0.0141305538403423	0.0421600150432757
Ap2m1	0.00932048767477697	0.0210291505380406	0.00469149202860554	0.00911149074743076	0.00591504869463687	0.0086807892145343	0.00832604112804284	0.00177220672276514
Arhgdia	0.0842232965025411	0.206053811119572	0.0702157378720881	0.0887830623955743	0.0129086536424779	0.0564400654889324	0.119389342638097	0.0927554583951029
Armc1	0.00165884059742433	0.00631385897245409	0.000733588189303721	0.00323451175644383	0.0039766070196094	0.00191961561887963	0.0109485606430489	0.00369912105040785
Blood_Naive_CD4_T_cells	0.00100860707190815	0.00336840575116703	0.000867245095198462	0.00126636944598057	0.00325710509621187	0.00363810469698281	0.000688096206017414	0.00139197504269688
Brpf1	0.0753603091405841	0.0131646643737756	0.0950524239652218	0.0127334156131243	0.0764846538259178	0.121738233961437	0.0496682460626661	0.124297495192903
Capn11	0.113957166132053	0.109694759879094	0.0909838334820377	0.0906006809578082	0.0630129196862138	0.0611986189511741	0.150197433988156	0.129531708365602
Ccl4	0.00188343913943867	0.00413752685832939	0.00178888494565593	0.00303956667990189	9.1755697962004e-05	0.00113873632850178	0.00239579161846886	0.00066326201882098
