mouse_id	A10.MCP.1..CCL2.._BacillusS	A10.MCP.1..CCL2.._BacteroidesV	A10.MCP.1..CCL2.._CandidaA	A10.MCP.1..CCL2.._CD3-CD28	A10.MCP.1..CCL2.._ClostridiumP	A10.MCP.1..CCL2.._PBS	A10.MCP.1..CCL2.._PseudomonasA	A10.MCP.1..CCL2.._StaphA	A4.IL.1a._BacillusS	A4.IL.1a._BacteroidesV	A4.IL.1a._CandidaA	A4.IL.1a._CD3-CD28	A4.IL.1a._ClostridiumP	A4.IL.1a._PBS	A4.IL.1a._PseudomonasA	A4.IL.1a._StaphA	A5.IL.5._BacillusS	A5.IL.5._BacteroidesV	A5.IL.5._CandidaA	A5.IL.5._CD3-CD28	A5.IL.5._ClostridiumP	A5.IL.5._PBS	A5.IL.5._PseudomonasA	A5.IL.5._StaphA	A6.IFN.y._BacillusS	A6.IFN.y._BacteroidesV	A6.IFN.y._CandidaA	A6.IFN.y._CD3-CD28	A6.IFN.y._ClostridiumP	A6.IFN.y._PBS	A6.IFN.y._PseudomonasA	A6.IFN.y._StaphA	A7.TNF.a._BacillusS	A7.TNF.a._BacteroidesV	A7.TNF.a._CandidaA	A7.TNF.a._CD3-CD28	A7.TNF.a._ClostridiumP	A7.TNF.a._PBS	A7.TNF.a._PseudomonasA	A7.TNF.a._StaphA	A8.KC..CXCL1.._BacillusS	A8.KC..CXCL1.._BacteroidesV	A8.KC..CXCL1.._CandidaA	A8.KC..CXCL1.._CD3-CD28	A8.KC..CXCL1.._ClostridiumP	A8.KC..CXCL1.._PBS	A8.KC..CXCL1.._PseudomonasA	A8.KC..CXCL1.._StaphA	B2.IL.1b._BacillusS	B2.IL.1b._BacteroidesV	B2.IL.1b._CandidaA	B2.IL.1b._CD3-CD28	B2.IL.1b._ClostridiumP	B2.IL.1b._PBS	B2.IL.1b._PseudomonasA	B2.IL.1b._StaphA	B3.IL.10._BacillusS	B3.IL.10._BacteroidesV	B3.IL.10._CandidaA	B3.IL.10._CD3-CD28	B3.IL.10._ClostridiumP	B3.IL.10._PBS	B3.IL.10._PseudomonasA	B3.IL.10._StaphA	B4.MIP.1a..CCL3.._BacillusS	B4.MIP.1a..CCL3.._BacteroidesV	B4.MIP.1a..CCL3.._CandidaA	B4.MIP.1a..CCL3.._CD3-CD28	B4.MIP.1a..CCL3.._ClostridiumP	B4.MIP.1a..CCL3.._PBS	B4.MIP.1a..CCL3.._PseudomonasA	B4.MIP.1a..CCL3.._StaphA	B5.MIP.1b..CCL4.._BacillusS	B5.MIP.1b..CCL4.._BacteroidesV	B5.MIP.1b..CCL4.._CandidaA	B5.MIP.1b..CCL4.._CD3-CD28	B5.MIP.1b..CCL4.._ClostridiumP	B5.MIP.1b..CCL4.._PBS	B5.MIP.1b..CCL4.._PseudomonasA	B5.MIP.1b..CCL4.._StaphA	B6.IL.17._BacillusS	B6.IL.17._BacteroidesV	B6.IL.17._CandidaA	B6.IL.17._CD3-CD28	B6.IL.17._ClostridiumP	B6.IL.17._PBS	B6.IL.17._PseudomonasA	B6.IL.17._StaphA	B7.IL.6._BacillusS	B7.IL.6._BacteroidesV	B7.IL.6._CandidaA	B7.IL.6._CD3-CD28	B7.IL.6._ClostridiumP	B7.IL.6._PBS	B7.IL.6._PseudomonasA	B7.IL.6._StaphA	B9.IL.13._BacillusS	B9.IL.13._BacteroidesV	B9.IL.13._CandidaA	B9.IL.13._CD3-CD28	B9.IL.13._ClostridiumP	B9.IL.13._PBS	B9.IL.13._PseudomonasA	B9.IL.13._StaphA
30-10	2.36381307748813	3.36168893924858	0	4.67015775038784	6.36486544202104	5.75849496509037	1.54156550362684	5.66045436224177	1.60753964193266	1.08743556529004	0	1.91122841543229	1.57254354634151	1.40858884938596	1.12301382482051	2.46570789291154	0	0	0	4.07149081711084	2.06600714944278	2.88209523201292	2.10963861247848	2.63788856352691	85.2475920108587	28.1928232810552	0	125.370578817563	5.48022686142476	0	110.145807990576	335.584356979579	4.26516938810166	9.33617856942926	0	4.86162103685149	14.2262512898138	1.70523811042324	4.58704417506135	23.6943827867119	10.8910903599602	64.3927503790593	0	3.20808638889641	30.1059464743518	2.35237283560335	14.4962125624592	20.2692513649392	1.2910316180618	0	0	1.72039060820542	3.71604448687788	2.19097939082098	2.09295206723474	3.06918404142318	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	84.1039498099293	1.00000000000004	1.00000000000004	1.00000000000004	81.7151766163247	159.547899771238	1.76487693442426	58.134901951671	59.1833435228303	1.96748515290599	200.981292080765	120.767658817906	0	5.73717994667471	0	23.1471425686766	0	5.88356016734397	18.2716651071849	72.2474617115457	1.63525407074203	1.83988175390052	0	19.4058108209576	17.5105974375007	5.84597711079979	2.57139691469106	6.95455987511968	43.750217530384	125.039396926476	1.00000000000294	1.00000000000294	68.3626652018773	21.2489989192131	61.5346099701085	51.786365738932	1.79057859609037	0	0	2.22960857300534	2.08474689796917	0	1.90167525473918	3.6872219754342
30-21	0	0	4.54328927407159	1.69432301665468	1	2.92310098443346	1.35946761601541	4.74289642251192	1.03045006327218	0	1.82707085193317	1.49770341789799	0	2.33985072800733	1.56905963082123	2.95356700846199	0	0	3.80426633266536	2.33015407586959	0	2.79741265148894	1.01457738417342	3.14930466570825	0	0	7.57361260586224	84.3396646592839	0	2.07976664578235	4.24486882408513	10.2349274363068	2.2792974486046	1.51137537089661	2.21344634421875	6.39292658508974	1	1.54659625532815	3.99271871586635	4.15344772226069	24.0613032670842	4.60933166309093	5.03133078995395	4.19539966956474	1	7.9990642919528	8.35162278085462	10.3859221704176	1.02007094450103	0	4.48514010463464	2.62292621975443	1	0	0	2.750101222179	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	19.4760587030154	17.7718797887084	4.85896792941742	83.246734192263	1	0	40.7594114759741	66.1228415564761	6.40818517183126	0	4.34986919465263	30.7311302689591	0	0	0	49.7760612756596	0	4.01916442564924	2.64517971817752	4.04445755979166	0	26.9447398789647	0	4.01495506982813	24.0822369351951	123.527573843204	12.9729063983594	1.00000000000294	1.00000000000294	1.00000000000294	39.8013426457049	1.00000000000294	0	0	1.51591672562681	0	0	0	0	2.04549025610187
30-33	0	0	1	4.98503548107143	1	7.98349297948195	1.41709870524891	5.40932351666193	1.20073094675767	0	0	2.1327048598635	0	0	1.04135419475581	1.88012878776087	0	0	0	2.33994496585905	0	4.6333586585193	0	0	0	33.7849255057065	0	101.971783384493	0	32.2074216532004	0	211.493247373745	1.34992353867101	2.42019029625258	0	6.21051972585663	1.2189025158156	2.60694254938245	1.71611552367565	5.8948501951091	1.5311170973382	10.120568998821	1	3.97262356272975	0	24.5531449420273	2.61394801451679	29.291810715963	0	1	0	2.04454044173074	0	12.3308199110237	0	3.16187240803026	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	193.705681861652	90.7877398573562	1.00000000000004	1.00000000000004	17.2762300086335	29.8064874802289	0	102.62895180877	3.44143093962074	6.97734889626724	28.9682457698175	26.0526986567817	0	0	0	60.0394565239081	0	0	0	11.1928366056207	0	0	0	8.16097076298158	1.46082828462407	16.8959031674904	1.00839052206687	2.14496181690636	1.00000000000294	131.020927850069	1.00000000000294	1.00000000000294	31.3857341957563	40.1906271257205	33.5344245650085	1.00000000000294	0	0	0	0	0	2.1810028693284	0	0
30-36	0	1	0	2.96052148824769	2.53098008816306	7.13943254441116	0	2.42318790608181	1.05629543819595	0	0	1.89130340881701	1.17460329454922	1.34995984809334	0	1.24405499667139	1.00105342921183	0	0	4.76918690096851	1.21769262935976	2.26531046135159	0	0	0	77.1747272235405	0	233.428335107329	1.46950501359619	0	7.04273372263205	5.23396138589818	1.93473213348321	2.31693979156319	0	14.2558886721222	2.98234691952164	1.69558407124296	2.53903837109441	4.89934341434732	7.68083932482594	14.153081805703	0	0	16.0520704841958	2.22077134775772	22.9230232197367	8.39113861756726	0	0	0	3.65356414545197	0	3.80246934854235	0	0	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	210.226052812561	1.00000000000004	1.00000000000004	1.00000000000004	9.92446166311932	28.3373919659352	0	103.027747564794	4.96188150561242	2.50313502972093	47.4593773655714	14.5520636533065	0	0	0	29.208809980912	0	0	0	4.51403355597282	0	0	0	11.9630896859029	1.28568938140226	12.4818677001954	0	0	1.00000000000294	120.290387600022	1.00000000000294	54.8628384768179	1.00000000000294	1.00000000000294	49.7237380014555	1.00000000000294	0	0	0	1.62402168790873	0	0	0	0
30-9	5.91296038588912	1.07387258372754	1	4.39448956924041	4.03285091086035	3.64644615959573	5.48822678369423	3.34885737060714	0	0	0	2.77810719553419	2.16523377730539	1.36535541957037	3.25497909451605	2.42349962102161	0	0	1.30014485297326	6.97804542803479	2.06290517592214	2.08154618372963	4.53237472486191	4.33685987595772	2.8464110965432	0	0	317.108715827452	8.38233770012449	0	2.4808330571452	6.83765647844931	1.73185823066733	2.11488635383596	0	14.2785568671271	6.82051584022165	4.90840418076859	3.95054169350914	2.4359626916462	9.78439196387507	5.26039488792186	0	17.9558695196156	59.5237259005742	1	12.0931207539497	5.91144370066057	0	0	0	7.01082179334701	5.91023764647363	2.94091440331757	3.05812067224045	3.57204463022593	1.00000000000004	1.00000000000004	1.00000000000004	39.3235644919862	595.549657696737	1.00000000000004	1.00000000000004	1.00000000000004	62.3031581352578	45.1929822862663	4.34849950875546	124.964327560974	39.6179340625593	8.10545529341761	63.6942913696575	4.67099622554792	0	0	2.38535085366262	71.7716901636128	50.0734532383048	0	19.9797880959209	0	1.17174830266783	0	0	16.5269789571112	2.89027514475974	0	1.51244802656087	4.69692692921639	64.3420963393307	149.180208941534	1.00000000000294	27.0392160150847	152.214444631194	1.00000000000294	51.9114754855563	17.6465242046294	0	0	0	1.29028201460739	8.85503888968469	0	6.35333645659998	2.28141287776413
32-1	8.49462635759329	10.0597017506319	9.13317780762671	8.50428616227463	7.03920280279765	7.69981477910184	7.21109551967472	7.61820272806849	3.26399231809239	3.88950369914801	4.0385085317675	3.17423678760742	3.19958229566618	3.15787285270561	2.62727598886566	3.02652611476319	8.24293344260091	9.85056238407441	9.4703767014136	10.406487261142	6.14124561358838	6.13198063631253	5.97515222425492	5.58429771323711	17.4628346362446	1586.25660472235	25.169309089137	838.08077261279	60.3814484106597	10.8140916881613	1115.5437042394	245.381372170813	6.8682767288959	15.0461887881554	4.8933044901432	36.0030791733836	10.2635384281657	3.60194724196002	10.1208149706117	13.8728460634289	26.6129835477869	53.0104056805047	28.8226081131989	19.3864731925619	24.3615938389686	19.4510270549052	22.8691546039473	22.5331828149281	15.3910032891843	9.91361498707352	11.6531676396061	6.29931896266777	10.2938436820538	8.77288433162432	7.11248949577746	8.90811069425338	93.784298339983	184.436879630398	102.199616294506	100.695486380214	106.680787480589	80.8006870466569	45.5922037483226	114.413104991262	147.569079514324	374.332861521096	15.0160204244725	258.328192576179	47.2733425320117	10.604093590647	222.156200272017	60.0842875727285	76.1141499641493	103.735272809091	48.5634500328996	114.474520849472	43.4585251480524	34.5919826265425	73.7061825249285	36.9203866779744	9.78007077766402	12.2402306132121	11.7426887038252	69.3929095166411	9.66466429085088	7.27753838916859	7.62148946256012	6.70802139597148	107.162343900063	626.000000000029	62.2458423400182	102.796460232674	74.6716992797318	62.1695679446752	149.133336681149	79.502876005134	8.01148810958086	9.39626279986317	6.10608112701574	7.25958796034206	4.74687855568151	6.05537102952495	5.50233139700909	8.71070009566419
32-2	6.38377071721465	12.0754189308443	8.40288513542857	10.4239765374064	10.3025354629501	8.0942492048864	6.87242119374564	5.18736165399474	2.98122038057976	4.74525346210581	3.20256856402202	3.72347997803544	3.2384765237413	3.26248953537306	4.47451931162325	2.77668421124324	5.38321188238841	8.29355417517143	8.45102758568016	25.1719122261391	10.309712231075	6.90107203017687	5.5932904099717	4.64603540939874	23.5634910370569	4497.19427447195	13.518251799108	1107.23195832743	129.126575050542	14.6613272937831	3133.32933192051	75.6743081882164	4.79836026045377	24.5202182414169	4.8570977044114	49.6882459161759	21.8176672490107	3.18716955326684	14.5910566931178	11.1519438133322	33.9480297756116	99.6476780962444	26.0840720779466	26.3064805685981	38.7420096837061	17.8169981783043	81.1292399501265	28.9077989138167	10.0516227517686	15.1423719942558	9.58952483566566	9.80047803363272	6.11523206973389	8.77288433162432	8.32646461091511	8.76323945581572	61.2324410237813	158.424691378622	125.227272131055	155.772530252426	180.675989000403	105.415833036443	19.8758549691617	1.00000000000004	89.1878253879139	236.055062117596	20.8492819312987	228.503985187542	69.2589600678403	8.78016415070176	198.85734516223	33.6834912434003	53.8330637534206	90.4750778367107	38.8821109751611	126.490718448643	29.6746287008455	14.632322374085	53.2262794959308	16.7342159022579	11.1908947742599	19.0937804849692	12.09835509437	302.708711540761	20.7072758308004	5.3205564752969	13.1956852674317	4.55012081936777	85.8865888852809	190.206249869351	85.5734138329999	90.7541369114066	92.6989819642627	60.1527521369524	134.848790383324	63.0192869029247	6.93713937290299	13.1625181204906	9.6525384067968	9.48417718639624	6.43000188762764	6.42269435723649	6.37522644673149	5.06403881894067
32-5	9.1089575701801	8.9201197488832	14.3543217180592	4.15725561008453	9.26885076631503	3.75547717971204	6.72024623414868	7.82955238157638	2.89419293162321	3.81964414807915	5.81298039887429	2.60775641007695	4.65894895742779	2.14179531766262	2.89563619604611	2.77668421124324	6.98768510756315	9.03188994494692	11.7345040417246	11.5629365937748	7.25919939555622	3.77279827900946	4.92789500111085	4.66295622100383	33.6283348880645	609.149911991151	26.5629428398375	2017.42189421667	18.5774382034333	4.51740347019392	225.888299039035	43.9850965637821	5.46783197168985	12.4019617837907	4.28285867485524	34.7580131303364	9.71082066773758	2.7682418080581	5.36036347730225	11.3031092698677	16.1500894306126	43.6211236565065	37.201360155181	11.5807711980041	29.5198724515613	7.66170757718359	17.5276052120071	18.0697137571354	9.37933027099465	11.0155544262028	9.03400383102854	7.98862938450866	8.6236044134972	5.21082063358886	8.14056160776473	4.93319029669987	114.047995766925	176.24865061176	199.359407765237	54.8842680830812	81.8259214014829	1.00000000000004	59.488616318393	44.8145341741156	64.6131384662267	227.488460730305	8.32069914746898	216.36760570063	28.7487334194553	13.9176426367692	105.991344954454	47.5582469925969	57.2145489529848	61.2793759308579	169.93186835509	104.728508455321	29.6323055098125	13.4626526274746	54.2433630922635	28.6363379770816	7.51508497881687	11.31150291071	26.3005320720616	227.770197316934	13.4994854971455	5.10633220029199	9.0094806860153	4.58111054077091	82.4602910377394	202.957209859418	74.4183685544617	90.9363315085554	68.1987813909364	55.0698895727608	133.3477268345	81.659941404791	9.61425460621474	6.98149607710258	12.5073837382199	6.62410468276005	6.33510368856337	3.1942359815877	4.8058205884025	7.46068938721752
32-8	4.01956162664088	7.57502063779593	8.61541116205038	5.69777907445389	7.80551625629288	6.02089524121739	5.40932351666193	5.75382176548908	2.48622229533987	3.84817316464463	3.43681379442602	2.0707422184533	2.86681751965406	2.37076165240988	2.58412180146813	2.31575905680923	2.35630022737867	6.54372985603793	10.0367756306389	9.87179811252987	5.39654254544413	3.77279827900946	5.24609834857616	3.77279827900946	48.4065403837837	267.398062090982	10.5228206969808	1663.7830080067	19.5507224653303	9.35048457945872	116.914518739711	264.288947893171	5.53093820254567	15.8847810662216	4.44264975905515	33.1874121459655	16.4392316177376	2.61629343617481	2.82110996543103	28.8764053288836	50.2912167543747	137.083152394774	23.9523263984956	15.3104719100036	86.6765519709917	9.87854329088799	12.1717200485093	162.573142932385	3.72779480684191	9.1699236707171	11.6380515626567	6.42123232803632	6.28130353928554	7.26092192568894	3.80641175172423	5.93243884621184	1.00000000000004	83.4767666279985	141.79163051981	86.2137943060073	1.00000000000004	100.092358550413	1.00000000000004	15.7314715479616	109.82024254013	219.817939528825	20.9240262682362	492.742805772737	54.8472709925276	7.81040688272024	11.4283468448856	87.0774606470402	19.8933846415229	69.6942026658826	75.5367304220099	181.63251215888	22.910730905378	26.3167509797042	0	36.858237931654	4.25767956164374	8.59569358084269	5.83626234115895	443.023699119919	6.77448538605943	5.24100173377213	7.35643173912339	4.85458667008447	76.8982670262642	193.988411180255	65.9362950950296	78.5801139752879	57.9621655860481	54.4452790859273	49.8561619875609	90.2126353597914	3.93821897746365	6.27317331543297	5.3247964669001	5.34250232831223	6.49948619376688	4.88579442526303	6.3278128544693	3.82215473460753
504849	3.27633785699111	6.07259351515882	5.77719229461306	2.14939301049334	0	2.57119398329361	2.54704710126608	1.40687395702115	1.4489443139709	1.93498708363508	2.53293999621667	1.71661936796671	1.1662891148089	1.12915734661103	1.85168047938288	1.13531379659849	2.54261142968468	3.21566575322044	4.12408949974597	13.9183278915608	0	1.1163478905877	1.27489962780194	0	19.5878128867493	1048.93007937608	5.26578202444012	3421.65945962138	15.4833245611966	0	25.331917101975	14.3473950586584	3.10379598741554	7.34689167642456	2.44385752977402	68.1713643096562	5.13279147836593	1.35560423223285	5.32666000860762	8.45643249681652	23.5040520237257	51.4456212981345	9.70096595312587	3.56389040046944	10.0783321563162	4.83036480947513	53.3867341357693	13.4744738795732	1.04475539158805	5.28839380905295	5.60155786428848	0	0	2.0703095169443	0	0	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	1.00000000000004	57.8909280017627	88.4841918295164	9.07939851999805	413.191304000556	20.9689040088576	5.54452171851868	125.050063899008	100.058557712142	10.6108496767812	13.0080813980351	2.42435021906745	152.848128272933	0	0	8.31606313406301	0	1.81294386511335	6.55046120302952	3.20192695176084	124.120222530967	1.94638064773751	1.5956874471317	0	0	69.28441318256	192.992860117046	1.00000000000294	115.682180403223	1.00000000000294	1.00000000000294	145.807556971828	1.00000000000294	1.89347635018243	2.84805800681351	4.50574518618806	0	0	0	0	0
